WINTER 13 : 6/11/2013 6:18:32 PM,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Report Title: All Classes ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Non-Clustered Classes: ,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
3177,ITC 102  01,INFORMATION CMPT CONCPTS,3,MT,10:00 AM,BE 3178,"Sandoval, l.",25,/,24,5,5,4.8,
3190,ITC 110  01,PROGRAM CONCEPTS/FUNDAMT,5,MW,7:00 PM,BE 3156,"Newman,bill ",31,/,30,5,10.3,9.7,
3192,ITC 115  01,OBJECT ORIENTED PROGRAM,5,MW,6:00 PM,BE 3179,"Plante, p. ",26,/,30,0,8.7,7.3,
3195,ITC 134  01,OPERATING SYSTEMS,5,TTh,7:15 PM,BE 3179,"Costello, r.",11,/,20,0,3.7,3.3,
4910,ITC 134  IBS,COMPUTER OPERATING SYSTE,5,TTh,7:15 PM,BE 3179,"Costello, r.",3,/,12,0,1,1,
3196,ITC 136  01,UNIX OPERATING SYSTEM,5,MW,10:00 AM,BE 3183,"Costello, r.",19,/,30,0,6.3,6.3,
4911,ITC 140  IBS,INTRO TO COMPUTER HDWARE,5,MW,7:15 PM,BE 3180,"Jackson,greg",3,/,12,0,1,1,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
3197,ITC 140  01,INTRO TO COMPUTER HARDWR,5,MW,7:15 PM,BE 3180,"Jackson,greg",15,/,15,0,5,5,
3183,ITC 172  01,.NET WEB PROGRAMMING,5,TTh,10:00 AM,BE 3179,"Conger,steve",30,/,30,1,10,9.7,
3206,ITC 220  01,DATABASE DEVELOPMENT,5,TTh,1:00 PM,BE 3179,"Conger,steve",26,/,30,0,8.7,8.3,
3207,ITC 220  01,DATABASE DEVELOPMENT,5,TTh,5:00 PM,BE 3179,Stanford ,24,/,30,0,8,7.3,
3208,ITC 222  01,SQL,5,MW,10:00 AM,BE 3179,"Conger,steve",18,/,30,0,6,6,
3209,ITC 280  01,WEB DATABASE,5,MW,1:00 PM,BE 3156,"Newman,bill ",20,/,30,0,6.7,6.3,
3187,ITC 298  02,SPEC TOP:ADV JAVASCRIPT,5,MW,10:00 AM,BE 3167,"Plante, p. ",23,/,24,0,7.7,7.3,
3186,ITC 298  01,SPEC TOPIC:TBA,3,MW,11:00 AM,BE 5104,"Mc cann, m. ",14,/,24,0,2.8,2.6,
7885,ITL 197  01,INTL INTERN/VOLUNTEER,5,Arr,AR:R M,-,"Kato, karen ",0,/,20,0,0,0,
7886,ITL 198  01,INTL INTERN/VOLUNTEER,5,Arr,AR:R M,-,"Kato, karen ",0,/,20,0,0,0,
366,ITP 216  01,INTERPRET/SPEC SETTINGS,3,Th,9:00 AM,BE 3189,"Moxham, t. ",21,/,40,0,4.2,4.2,
370,ITP 250  01,APPLIED INTERP EXP II,4,T,12:00 PM,BE 1114,"Aron, brenda",20,/,40,0,5.3,5.3,
380,ITP 260  01,INTERPRETING IV,4,TTh,1:00 PM,BE 1114,"Moxham, t. ",20,/,20,0,5.3,5.3,
381,ITP 299  01,INDEPENDENT STUDY-ITP,5,Arr,AR:R M,BE 4128,"Lane,bradley",0,/,5,0,0,0,
234,JAPN&121  02,JAPANESE I,5,DAILY,1:00 PM,BE 4115,"Miyamoto, h.",24,/,30,0,8,2,
235,JAPN&121  01,JAPANESE I,5,DAILY,11:00 AM,FA 0126,"Miyamoto, h.",33,/,30,4,11,4.3,
236,JAPN&122  01,JAPANESE II,5,DAILY,9:00 AM,BE 3192,"Hanamure, y.",26,/,30,0,8.7,6.3,
237,JAPN&122  02,JAPANESE II,5,DAILY,10:00 AM,BE 3200,"Hanamure, y.",21,/,30,0,7,5.3,
239,JAPN 299  01,INDEPENDENT STUDY - JAPN,5,Arr,AR:R M,BE 4128,"Lane,bradley",0,/,5,0,0,0,
836,JRN 199  01,IND. STUDY IN JOURNALISM,5,Arr,AR:R M,BE 4128,"Lane,bradley",3,/,5,0,1,0.7,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
349,LAN 110  01,COMP LINGUISTICS;ASL&ENG,5,DAILY,12:00 PM,BE 1114,Roberts ,11,/,30,0,3.7,3.7,
9174,LIB 180  WOL,RESEARCH THE 21ST CENTUR,5,Online,-,-,"Walls, fran ",2,/,25,0,0.7,0.7,
1243,MATH 081  01,BASIC MATH SKILLS,5,DAILY,10:00 AM,SAM0207,"Denzler, c. ",28,/,32,4,9.3,9.3,
1255,MATH 081  11,BASIC MATH SKILLS,5,MW,6:00 PM,SAM0103,"Akhlaghi, t.",27,/,32,1,9,9,
1244,MATH 081  02,BASIC MATH SKILLS,5,DAILY,11:00 AM,BE 4181,"Bartlett, j.",33,/,32,1,11,11,
1245,MATH 081  03,BASIC MATH SKILLS,5,DAILY,12:00 PM,BE 4156,"Denzler, c. ",30,/,32,5,10,10,
1260,MATH 084  03,ALGEBRA I,5,DAILY,10:00 AM,BE 4156,"Mozeleski,a.",30,/,32,0,10,9.7,
1258,MATH 084  01,ALGEBRA I,5,DAILY,8:00 AM,SAM0200,"Aregaye, y. ",24,/,32,0,8,7.3,
1262,MATH 084  05,ALGEBRA I,5,DAILY,11:00 AM,BE 4183,"Mozeleski,a.",32,/,32,6,10.7,10.7,
1267,MATH 084  12,ALGEBRA I,5,TTh,6:00 PM,SAM0207,"Knudson,john",29,/,32,1,9.7,9.3,
1261,MATH 084  04,ALGEBRA I,5,DAILY,10:00 AM,BE 4184,"Chin, susan ",26,/,32,0,8.7,8.7,
1263,MATH 084  06,ALGEBRA I,5,DAILY,11:00 AM,BE 4184,"Chin, susan ",29,/,32,1,9.7,8.3,
1259,MATH 084  02,ALGEBRA I,5,DAILY,9:00 AM,BE 4156,"Sweeney, g. ",26,/,32,1,8.7,8.7,
1264,MATH 084  07,ALGEBRA I,5,DAILY,12:00 PM,BE 4183,"Levy,andrea ",29,/,32,0,9.7,9.7,
1266,MATH 084  11,ALGEBRA I,5,MW,6:00 PM,SAM0207,Ursin ,26,/,32,0,8.7,8.7,
1278,MATH 085  07,ALGEBRA II,5,DAILY,12:00 PM,SAM0207,"Tiu, felice ",27,/,32,0,9,8.3,
1272,MATH 085  01,ALGEBRA II,5,DAILY,8:00 AM,SAM0207,Dressler ,19,/,32,0,6.3,6,
1275,MATH 085  04,ALGEBRA II,5,DAILY,10:00 AM,SAM0103,"Perkins, t. ",29,/,32,0,9.7,9.7,
1277,MATH 085  06,ALGEBRA II,5,DAILY,11:00 AM,SAM0103,"Perkins, t. ",25,/,32,0,8.3,8,
1281,MATH 085  12,ALGEBRA II,5,TTh,6:00 PM,SAM0200,"Bell,vincent",22,/,32,0,7.3,7.3,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1273,MATH 085  02,ALGEBRA II,5,DAILY,9:00 AM,SAM0207,Dressler ,27,/,32,0,9,8.3,
1274,MATH 085  03,ALGEBRA II,5,DAILY,9:00 AM,BE 4181,"Bartlett, j.",31,/,32,0,10.3,9.7,
1276,MATH 085  05,ALGEBRA II,5,DAILY,10:00 AM,BE 4181,"Sweeney, g. ",31,/,32,0,10.3,10,
1280,MATH 085  11,ALGEBRA II,5,MW,6:00 PM,SAM0307,Solowan ,30,/,32,0,10,9,
1286,MATH 091  ST1,DESC STATS W/ALGEBRA I,5,DAILY,12:00 PM,SAM0101,Verschueren ,29,/,32,4,9.7,9.7,
1289,MATH 091  HE,DES STATISTICSW ALGEBRA1,5,TTh,2:00 PM,-,Verschueren ,6,/,32,0,2,2,
1287,MATH 092  ST1,DESC STATS W/ALGEBRA II,5,DAILY,11:00 AM,SAM0101,Wright ,32,/,32,1,10.7,10.7,
1288,MATH 092  ST2,DESC STATS W/ALGEBRA II,5,MW,3:00 PM,SAM0301,"Ursin,jp ",18,/,32,0,6,6,
1290,MATH 098  01,INTERMEDIATE ALGEBRA,5,DAILY,8:00 AM,SAM0301,"Creek, r. ",31,/,32,0,10.3,9.7,
1291,MATH 098  02,INTERMEDIATE ALGEBRA,5,DAILY,9:00 AM,SAM0200,"Mc guire, d.",29,/,32,1,9.7,8.7,
1293,MATH 098  04,INTERMEDIATE ALGEBRA,5,DAILY,10:00 AM,SAM0200,"Aregaye, y. ",28,/,32,0,9.3,9,
1302,MATH 098  11,INTERMEDIATE ALGEBRA,5,MW,6:00 PM,SAM0102,"Culevski, n.",27,/,32,0,9,8.7,
1303,MATH 098  12,INTERMEDIATE ALGEBRA,5,TTh,6:00 PM,SAM0103,"Gray, james ",29,/,32,1,9.7,9.3,
1292,MATH 098  03,INTERMEDIATE ALGEBRA,5,DAILY,9:00 AM,BE 4183,Langkamp g. ,33,/,32,0,11,9.3,
1294,MATH 098  05,INTERMEDIATE ALGEBRA,5,DAILY,10:00 AM,BE 4183,Langkamp g. ,30,/,32,0,10,8.3,
1295,MATH 098  06,INTERMEDIATE ALGEBRA,5,DAILY,11:00 AM,SAM0200,"Aregaye, y. ",31,/,32,0,10.3,8.7,
1296,MATH 098  07,INTERMEDIATE ALGEBRA,5,DAILY,12:00 PM,BE 4184,"Firpo, m. ",28,/,32,3,9.3,8,
1304,MATH 098  001,INTERMEDIATE ALGEBRA,5,Arr,AR:R M,-,"Rockhill, w.",1,/,5,0,0.3,0.3,
1305,MATH 102  01,Q-COLLEGE ALGEBRA,5,DAILY,9:00 AM,BE 4184,"Chin, susan ",25,/,32,3,8.3,6,
9160,MATH&107  OL,Q-MATH IN SOCIETY,5,Online,-,-,Cancel 10/5 ,0,/,25,0,0,0,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1310,MATH&107  01,Q-MATH IN SOCIETY,5,MTWTh,12:00 PM,SAM0200,"Kangas,steve",30,/,32,2,10,8,
1314,MATH 110  CA,APPLIED MATH CULINARY,3,TTh,2:00 PM,SAM0200,"Knudson,john",29,/,32,0,5.8,5.6,
1315,MATH 116  01,Q-APPL MATH TO MGT LIFE,5,MTWTh,12:00 PM,SAM0301,Solowan ,23,/,32,0,7.7,5,
1320,MATH&131  01,Q-MATH/ELEM SCHOOL TEACH,5,MW,4:30 PM,SAM0200,"Levy,andrea ",23,/,32,0,7.7,6.7,
1325,MATH&141  01,Q-PRECALC I: FUNCTIONS,5,DAILY,8:00 AM,SAM0102,Terefe ,29,/,32,4,9.7,8.7,
1326,MATH&141  02,Q-PRECALC I: FUNCTIONS,5,DAILY,10:00 AM,SAM0102,"Terefe,t. ",32,/,32,5,10.7,8.3,
1328,MATH&141  04,Q-PRECALC I: FUNCTIONS,5,DAILY,12:00 PM,SAM0103,Langkamp g. ,28,/,32,3,9.3,7,
1330,MATH&141  12,Q-PRECALC I: FUNCTIONS,5,TTh,6:00 PM,SAM0307,"Hsieh, d. ",36,/,32,2,12,10.3,
1327,MATH&141  03,Q-PRECALC I: FUNCTIONS,5,DAILY,11:00 AM,SAM0207,"Kopp, travis",32,/,32,6,10.7,9.3,
1335,MATH&142  HY,Q-PRECALC II: TRIG,5,MTThF,1:00 PM,SAM0207,"Pepe,michael",29,/,32,5,9.7,1.7,
1336,MATH&142  11,Q-PRECALC II: TRIG,5,MW,6:00 PM,SAM0101,"Swisshelm,j.",41,/,32,0,13.7,2,
1334,MATH&142  04,Q-PRECALC II: TRIG,5,DAILY,12:00 PM,SAM0102,"Johns,bryan ",32,/,32,4,10.7,4,
1331,MATH&142  01,Q-PRECALC II: TRIG,5,DAILY,9:00 AM,SAM0103,"Perkins, t. ",28,/,32,5,9.3,5.7,
1332,MATH&142  HY,Q-PRECALC II: TRIG,5,MTThF,10:00 AM,SAM0101,"Pepe,michael",32,/,32,8,10.7,4.7,
1333,MATH&142  03,Q-PRECALC II: TRIG,5,DAILY,11:00 AM,SAM0102,"Johns,bryan ",31,/,32,2,10.3,4,
1338,MATH&146  HE,INTRODUCTION TO STATS,5,Sa,10:00 AM,BE 3156,"Gray, james ",17,/,31,0,5.7,5.3,
1312,MATH&146  HY,Q-INTRO TO STATISTICS,5,MWF,9:00 AM,SAM0101,"Pepe,michael",32,/,32,6,10.7,8.3,
9196,MATH&146  OL,Q-STATISTICS,5,Online,-,-,"Tiu, felice ",21,/,25,4,7,6,
1339,MATH&151  01,CALCULUS I,5,DAILY,9:00 AM,SAM0301,"Wright, g. ",34,/,32,0,11.3,4.3,
1340,MATH&151  02,CALCULUS I,5,DAILY,10:00 AM,SAM0307,"Tiu, felice ",32,/,32,3,10.7,4.3,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1341,MATH&151  03,CALCULUS I,5,DAILY,11:00 AM,SAM0301,"Botz, dan ",28,/,32,4,9.3,6,
1342,MATH&151  04,CALCULUS I,5,DAILY,12:00 PM,SAM0307,"Wright, g. ",40,/,32,2,13.3,4,
1343,MATH&151  05,CALCULUS I,5,DAILY,1:00 PM,SAM0307,"Tiu, felice ",33,/,32,1,11,3.3,
1344,MATH&152  01,CALCULUS II,5,DAILY,10:00 AM,SAM0301,"Botz, dan ",32,/,32,4,10.7,5.3,
1348,MATH&152  03,CALCULUS II,5,DAILY,8:00 AM,SAM0101,"Ellingston,d",13,/,32,0,4.3,2.7,
1347,MATH&152  12,CALCULUS II,5,TTh,6:00 PM,SAM0101,"Swisshelm,j.",44,/,32,1,14.7,5,
1345,MATH&152  02,CALCULUS II,5,DAILY,11:00 AM,SAM0307,"Solowan,doug",28,/,32,0,9.3,6.3,
1350,MATH&153  01,CALCULUS III,5,DAILY,9:00 AM,SAM0307,"Kangas,steve",29,/,32,0,9.7,4,
1357,MATH 238  01,Q-DIFFERENTIAL EQUATIONS,5,DAILY,9:00 AM,SAM0102,Terefe ,27,/,32,0,9,5.7,
1371,MATH 298M  01,SPECIAL TOPICS IN MATH,2,,AR:R M,ARR,Cancel jul12,0,/,32,0,0,0,
1372,MATH 299  01,INDEPENDENT STUDY,5,Arr,AR:R M,SAM0110,STAFF,0,/,5,0,0,0,
7140,MGO 123  01,BASIC PILOTING & NAVIGAT,3,Arr,AR:R M,TRA0000,"Ruszala, t. ",10,/,18,0,2,2,
7150,MGO 127  01,FUND. OF MARINE ELECTRIC,4,Arr,AR:R M,TRA0000,"Bruce,benard",17,/,18,0,4.5,4.5,
7155,MGO 133  01,SEAMANSHIP PRACTICUM,6,Arr,AR:R M,TRA0000,"Mcdougal, r.",11,/,18,0,4.4,4.4,
7160,MGO 137  01,ELECTRONIC NAVIGATION,2,Arr,AR:R M,TRA0000,"Dionittia, c",10,/,18,0,1.3,1.3,
7165,MGO 140  01,NAUTICAL RULES OF ROAD,3,Arr,AR:R M,TRA0000,"Ruszala, t. ",10,/,18,0,2,2,
7170,MGO 147  01,MARINE ENGIN. PRACTICUM,6,Arr,AR:R M,TRA0000,"Krum, scott ",17,/,18,0,6.8,6.8,
7182,MGO 200  01,AT SEA INTERNSHIP,4,Arr,AR:R M,TRA0000,Haugland ,1,/,18,0,0.3,0.3,
1956,MIC 101  06,INTRO TO MICRO COMP APPL,4,MTWTh,12:00 PM,BE 3174,"Taylor, m. ",22,/,24,2,5.9,1.9,
4900,MIC 101  YWC,INTRO TO MICROCOMP APPS,4,Arr,9:00 AM,-,"Spear, mike ",5,/,20,0,1.3,1.1,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1952,MIC 101  02,INTRO TO MICROCOMP APPS,4,MTWTh,10:00 AM,BE 3184,Nazarian ,24,/,24,1,6.4,2.4,
1953,MIC 101  03,INTRO TO MICROCOMP APPS,4,MTWTh,11:00 AM,BE 3174,"Taylor, m. ",25,/,24,7,6.7,3.2,
1951,MIC 101  01,INTRO TO MICROCOMP APPS,4,MW,8:00 AM,BE 3167,Nazarian ,22,/,24,2,5.9,3.7,
1955,MIC 101  04,INTRO TO MICROCOMP APPS,4,TTh,4:15 PM,BE 3174,"Taylor, m. ",29,/,24,2,7.7,2.9,
1957,MIC 101  07,INTRO TO MICRO COMP APPL,4,Sa,9:00 AM,BE 3175,"Spizman, ray",24,/,24,0,6.4,2.7,
2010,MIC 102  CA1,EXCEL FOR CULINARY ARTS,1,F,2:00 PM,BE 3173,"Moh,yun-jong",23,/,24,0,1.5,1.2,
2011,MIC 102  CA2,EXCEL FOR CULINARY ARTS,1,Th,2:00 PM,BE 3173,"Miller, hugh",8,/,24,0,0.5,0.5,
2003,MIC 102E  01,MS EXCEL,1,Sa,9:00 AM,BE 3173,"Bothell, l. ",15,/,24,0,1,0.9,
3168,MIC 102I  01,IT ILLUSTRATOR,1,TTh,12:00 PM,BE 5148,Cancel 12/16,0,/,24,0,0,0,
2001,MIC 102W  01,MS WORD,1,Sa,9:00 AM,BE 3173,"Bothell, l. ",10,/,24,0,0.7,0.6,
1981,MIC 103  WC,CMPTR APPLS FOR BUILDERS,3,MW,7:15 AM,,Cancel/dec26,0,/,16,0,0,0,
1975,MIC 104D  01,DREAMWEAVER,2,Sa,2:10 PM,BE 3174,"Miller, hugh",21,/,30,0,2.8,0.5,
1971,MIC 104E  01,MS EXCEL FOR WINDOWS,2,TTh,10:00 AM,BE 3173,"Tartow,robin",23,/,25,0,3.1,1.5,
1974,MIC 104F  01,FLASH,2,Sa,11:50 AM,BE 3174,"Miller, hugh",30,/,30,0,4,1.1,
1973,MIC 104P  01,PHOTSHOP,2,Sa,9:00 AM,BE 3174,"Anitas, mike",30,/,30,0,4,2.3,
1972,MIC 104W  01,MS WORD INTERNATIONAL,2,MW,10:00 AM,BE 3174,"Tartow,robin",23,/,25,0,3.1,1.3,
9145,MIC 120  OL,MS ACCESS,4,Online,-,-,Cancel 11/02,0,/,0,0,0,0,
1961,MIC 120  01,DATABASE: MS ACCESS,4,HYBRID - MW,1:00 PM,,Cancel/dec26,0,/,25,0,0,0,
1965,MIC 160E  01,SUP MS EXCEL W/CERTIFIC,4,MW,5:00 PM,BE 3175,"Taylor, m. ",8,/,24,0,2.1,2.1,
4912,MIC 175  02,COMPUTER USER SUPPORT,4,TTh,8:00 AM,BE 3180,"Spizman, ray",6,/,14,0,1.6,1.6,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1982,MIC 203  WC,INTRO TO CADD,3,TTh,7:15 AM,WCM0000,"Chaplan, c. ",20,/,16,0,4,3.8,
1978,MIC 241  VV,2D & 3D ANIMATION,3,M,10:00 AM,BE 5142,"Cioffi, s. ",15,/,25,0,3,2.8,
7190,MTS 202  01,STABILITY,2,Arr,AR:R M,TRA0000,Fulton ,12,/,18,0,1.6,1.6,
7230,MTS 233  01,MARINE REFRIGERATION,5,Arr,AR:R M,TRA0000,Clapper ,17,/,18,0,5.7,5.7,
7240,MTS 263  01,PROPULSION SYSTEMS,3,Arr,AR:R M,TRA0000,Marcontell ,17,/,18,0,3.4,3.4,
7223,MTS 285  01,MARINE BOILERS,3,Arr,AR:R M,TRA0000,Marcontell ,17,/,18,0,3.4,3.4,
846,MUSC 100  01,MUSIC IN WESTERN WORLD,5,DAILY,11:00 AM,FA 0405,"Spain,a ",33,/,35,0,11,3,
853,MUSC 110  01,INTRO TO WORLD MUSIC,5,DAILY,8:00 AM,BE 4151,Cauter ,38,/,35,0,12.7,4,
855,MUSC 113  01,MUSIC IN THE US,5,DAILY,10:00 AM,FA 0405,"Spain,a ",31,/,35,0,10.3,5.3,
9144,MUSC 116  OL,ROCK MUSIC-HIS. & PERSPE,5,Online,-,-,Cauter ,24,/,25,4,8,5.7,
975,MUSC 130  03,INDIVIDUAL: VOICE,2,Arr,AR:R M,BE 4128,"Lee,irene ",2,/,10,0,0.3,0.1,
978,MUSC 130  05,INDIVIDUAL: VOICE,2,Arr,AR:R M,BE 4128,"Strandberg,l",1,/,10,0,0.1,0.1,
890,MUSC 130  01,INDIVIDUAL: VOICE,2,Arr,AR:R M,BE 4128,Mesler ,5,/,10,0,0.4,0.4,
974,MUSC 130  02,INDIVIDUAL: VOICE,2,Arr,AR:R M,BE 4128,"King,katie ",0,/,10,0,0,0,
894,MUSC 134  01,INDIVIDUAL: WOODWINDS,2,Arr,AR:R M,BE 4128,"Antolin, bob",1,/,1,0,0,0,
895,MUSC 135  01,INDIVIDUAL: PERCUSSION,2,Arr,AR:R M,BE 4128,Kirk ,1,/,5,0,0,0,
896,MUSC 136  01,INDIVIDUAL: COMPOSITION,2,Arr,AR:R M,BE 4128,Mesler ,1,/,5,0,0.1,0.1,
988,MUSC 138  02,NDIVIDUAL: GUITAR,2,Arr,AR:R M,BE 4128,Catford ,0,/,5,0,0,0,
989,MUSC 138  03,INDIVIDUAL: GUITAR,2,Arr,AR:R M,BE 4128,"Contreras,p ",3,/,5,0,0.4,0.4,
898,MUSC 138  01,INDIVIDUAL: GUITAR,2,Arr,AR:R M,BE 4128,"Mardis, l. ",4,/,5,0,0.5,0.3,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
848,MUSC&141  01,MUSIC THEORY I,5,DAILY,8:00 AM,BPH0101,Kirk ,25,/,25,0,8.3,5.7,
902,MUSC 145  01,POP VOCAL ENSEMBLE,2,MWF,2:00 PM,BPH0202,Mesler ,15,/,25,0,2,1.7,
912,MUSC 151  01,PERFORMANCE EXPERIENCE,2,TTh,1:00 PM,BPH0202,Mesler ,15,/,25,0,2,1.9,
913,MUSC 161  01,AMERICAN POPULAR MUSIC,5,DAILY,9:00 AM,BPH0101,Cauter ,40,/,35,0,13.3,3,
891,MUSC 171  01,INDIVIDUAL: PIANO,2,Arr,AR:R M,BE 4128,Sasaki ,1,/,5,0,0,0,
981,MUSC 171  02,INDIVIDUAL: PIANO,2,Arr,AR:R M,BE 4128,Mesler ,2,/,5,0,0.1,0.1,
982,MUSC 171  03,INDIVIDUAL: PIANO,2,Arr,AR:R M,BE 4128,"Willrich,d ",2,/,5,0,0.3,0.1,
897,MUSC 173  01,INDIVIDUAL: BRASS,2,Arr,AR:R M,BE 4128,"Grasso, tony",0,/,5,0,0,0,
914,MUSC 185  02,COMPUTER MUSIC/RECORDING,5,TTh,10:00 AM,BE 3151,"Kirk, brian ",21,/,25,0,7,4.7,
915,MUSC 185  01,COMPUTER MUSIC/RECORDING,5,MW,10:00 AM,,Cancel/dec ,0,/,25,0,0,0,
9146,MUSC 204  OL,HISTORY OF JAZZ,5,Online,-,-,Cauter ,21,/,25,0,7,5.7,
925,MUSC 299  01,PRACTICUM IN MUSIC,5,Arr,AR:R M,BE 4128,"Lane,bradley",3,/,5,0,1,0.7,
3214,NET 120  01,NETWORK COMMUNICATIONS I,5,MW,1:00 PM,BE 3183,"Messerly, ed",26,/,30,0,8.7,8,
3215,NET 122  01,NETWORK OPERATING SYST 1,5,TTh,5:00 PM,BE 3183,"Messerly, ed",24,/,30,0,8,7.3,
3217,NET 124  01,NETWORK OPERATING SYST 2,5,TTh,1:00 PM,BE 3183,"Messerly, ed",17,/,30,0,5.7,5.3,
3219,NET 126  01,NET OPERATING SYSTEMS 3,5,TTh,10:00 AM,BE 3183,"Messerly, ed",14,/,30,0,4.7,4.3,
3220,NET 134  01,NETWORK COMMUNICATION-TC,5,TTh,7:15 PM,BE 3183,"Messerly, ed",24,/,30,0,8,7,
3223,NET 142  01,NETWORK MGT CISCO I,5,MW,5:00 PM,BE 3180,"Jackson,greg",26,/,24,0,8.7,8.3,
3224,NET 144  01,NETWORK MANAGE. CISCO 2,5,MW,1:00 PM,BE 3180,"Higdon, d. ",20,/,24,0,6.7,6.3,
1990,NME 120  01,NEW MEDIA,6,F,9:00 AM,BPH0401,"Salverda, m.",70,/,95,0,28,27.6,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
1378,NTR 150  01,HUMAN NUTRITION,5,MW,3:00 PM,SAM0203,"Baum, kira ",36,/,35,5,12,8,
1376,NTR 150  01,HUMAN NUTRITION,5,TWTh,10:00 AM,BE 3203,"Yool, brooke",38,/,35,3,12.7,9.7,
1379,NTR 150  12,HUMAN NUTRITION,5,TTh,6:00 PM,SAM0202,"Mc abee, j. ",30,/,35,1,10,8.3,
9148,NTR 150  OL,HUMAN NUTRITION,5,Online,-,-,Ocken ,23,/,25,9,7.7,6.3,
4502,NUR 102  02,NUR II: MED-SURG NURSING,3,MT,12:00 PM,MAC0210,Cancel 11/29,0,/,30,0,0,0,
4500,NUR 102  01,NUR II: MED-SURG NURSING,3,MT,10:00 AM,BE 3209,"Parker, d. ",30,/,30,0,6,6,
4501,NUR 102  02,NUR II: MED-SURG NURSING,3,MT,2:30 PM,BE 3189,"Ryland, m. ",27,/,30,0,5.4,5.2,
4504,NUR 112  01,NURSING PRACTICE II,3,WTh,6:30 AM,-,Schubert ,10,/,10,0,2,2,
4512,NUR 112  05,NURSING PRACTICE II,3,WTh,2:30 PM,-,Cancel/dec ,0,/,10,0,0,0,
4508,NUR 112  03,NURSING PRACTICE II,3,WTh,6:30 AM,-,"Ryland, m. ",10,/,10,0,2,2,
4516,NUR 112  07,NURSING PRACTICE II,3,WTh,2:30 PM,-,"Parker, d. ",8,/,10,0,1.6,1.6,
4510,NUR 112  04,NURSING PRACTICE II,3,WTh,6:30 AM,-,Zatloukal ,10,/,10,0,2,2,
4514,NUR 112  06,NURSING PRACTICE II,3,WTh,2:30 PM,-,Lerquin-hall,10,/,10,0,2,1.8,
4506,NUR 112  02,NURSING PRACTICE II,3,WTh,2:30 PM,-,"Bui, krystal",9,/,10,0,1.8,1.8,
4518,NUR 112  08,NURSING PRACTICE II,3,WTh,2:30 PM,-,Cancel/dec ,0,/,10,0,0,0,
4522,NUR 123  02,PHARMACOLOGY FOR NURSING,4,MT,9:00 AM,MAC0210,Cancel 11/27,0,/,30,0,0,0,
4520,NUR 123  01,PHARMACOLOGY FOR NURSING,4,MT,8:00 AM,BE 3209,"Parker, d. ",30,/,30,0,8,8,
4521,NUR 123  02,PHARMACOLOGY FOR NURSING,4,MT,12:30 PM,BE 3209,"Ryland, m. ",28,/,30,0,7.5,7.2,
4524,NUR 191  01,ADN PROG STUDY GROUP I,2,MT,11:30 AM,BE 3209,"Parker, d. ",19,/,25,0,2.5,2.5,
4526,NUR 191  02,ADN PROG STUDY GROUP I,2,M,4:00 PM,BE 3209,"Ryland, m. ",7,/,25,0,0.9,0.8,
,,,,,,,,,,,,,,
Item,Course ID,Title,CR,Days,Time,Room,Instructor,Enrolled,,,Wait,FTES,,
,,,,,,,,,,,List,TOTAL,STATE,
4532,NUR 207  02,NURSING VIII: MED/SURG,4,MT,8:00 AM,BE 3202,STAFF,0,/,25,0,0,0,
4530,NUR 207  01,NURSING VIII:MED/SURG,4,MT,9:00 AM,BE 3201,"Ryland, m. ",44,/,25,0,11.7,10.9,
4534,NUR 217  01,NURSING PRACTICE VIII,5,WTh,2:30 PM,-,"Cornutt, l. ",8,/,9,0,2.7,2.3,
4536,NUR 217  02,NURSING PRACTICE VIII,5,WTh,2:30 PM,-,"Ryland, m. ",10,/,9,0,3.3,3.3,
